;Tweet_ID;dialogue_id;Median_Multiclass;sentiment;Annot_1_M;Annot_2_M;Annot_3_M;Annot_1_B;Annot_2_B;Annot_3_B;Speaker;Acc_Query;Msg
27;1521033093968240640;12;0;1;0;0;0;1;1;1;SERVICE;RTP_NOTICIAS;🔴Autoridades ucranianas preveem que retirada de civis de Mariupol continue esta segunda-feira https://t.co/6JLap0c9os
28;1517393114582953984;12;0;1;0;0;0;1;1;1;SERVICE;RTP_NOTICIAS;🔴Ofensiva russa na Ucrânia. A evolução da guerra ao minuto https://t.co/oWuftK02NH
29;1517483417377587205;12;0;1;0;0;-2;1;1;0;USER;RTP_NOTICIAS;"@RTPNoticias A Rússia tem o direito de se defender contra as ameaças e expansão da NATO. A humanidade é contra o regime golpista de Zelensky apoiado por neonazistas que baniu e proibiu 11(ONZE) Partidos Opositores
#ZelenskiyWarCriminal
#DesnaziUkraine
#StopNato
#PortugalForaDaNato"
30;1517495782689185793;12;0;1;0;0;-2;1;1;0;USER;RTP_NOTICIAS;"@RTPNoticias a Federação Russa descobriu Laboratorio de armas biológicas e partogenos mortais, debaixo da Siderúrgica de AVOSTAL, (30 m de profundidade), em Mariupol, q está cercada e c/pessoal dos EUA, OTAN e aliados.
Precisam averiguar se acharam a origem do Coronavírus.
#UsaEvilEmpire"
31;1517570629465169920;12;0;1;0;0;-2;1;1;0;USER;RTP_NOTICIAS;"@RTPNoticias Não há registros históricos de exércitos de países em guerra que enterraram seus inimigos mortos em combate. Zelensky diz que os russos enterraram milhares em valas. Não é + provável q sejam vítimas dos neonazistas do Batalhão de Azov? Eles é q precisam esconder seus ""rastros""."
32;1517576649080020993;12;1;1;1;0;1;1;1;1;USER;RTP_NOTICIAS;@RTPNoticias Rússia: moradores de Mariupol podem finalmente se mover sem se esconder de bombardeios neonazistas
33;1517393114582953984;13;0;1;0;0;0;1;1;1;SERVICE;RTP_NOTICIAS;🔴Ofensiva russa na Ucrânia. A evolução da guerra ao minuto https://t.co/oWuftK02NH
34;1517509720885575682;13;-2;0;-2;-2;-2;0;0;0;USER;RTP_NOTICIAS;@RTPNoticias GRANDE FILHO DE PUTA
35;1517393114582953984;14;0;1;0;0;0;1;1;1;SERVICE;RTP_NOTICIAS;🔴Ofensiva russa na Ucrânia. A evolução da guerra ao minuto https://t.co/oWuftK02NH
36;1517507761453547520;14;0;1;0;0;-1;1;1;0;USER;RTP_NOTICIAS;@RTPNoticias Ucranianos e o mundo em geral, acusam Moscovo de impedir a paz na região!
37;1517507421836566529;15;0;1;0;0;-1;1;1;0;SERVICE;RTP_NOTICIAS;🔴 Putin acusa Kiev de impedir a rendição de combatentes ucranianos em Mariupol https://t.co/sjSaAKzS4p
38;1517393114582953984;15;0;1;0;0;0;1;1;1;SERVICE;RTP_NOTICIAS;🔴Ofensiva russa na Ucrânia. A evolução da guerra ao minuto https://t.co/oWuftK02NH
39;1517441476384407554;15;-1;0;-1;0;-1;0;1;0;USER;RTP_NOTICIAS;@RTPNoticias Mentiras da Rússia
40;1517393114582953984;16;0;1;0;0;0;1;1;1;SERVICE;RTP_NOTICIAS;🔴Ofensiva russa na Ucrânia. A evolução da guerra ao minuto https://t.co/oWuftK02NH
41;1517435092196630528;16;-1;0;-1;0;-1;0;1;0;USER;RTP_NOTICIAS;@RTPNoticias Politizar os meios de comunicação social é cada vez mais um risco é uma negação às liberdades individuais. Julgo que a população tem o direito de saber a versão de ambos os lados do conflito, e ser a própria a retirar daí as suas conclusões. https://t.co/kz1My8enyc
42;1517025784912826368;17;0;1;0;0;0;1;1;1;SERVICE;RTP_NOTICIAS;Ofensiva russa na Ucrânia. A evolução da guerra ao minuto https://t.co/grfxP0yvY2
43;1517293890012913665;17;-1;0;-1;-1;-1;0;0;0;USER;RTP_NOTICIAS;@RTPNoticias Nao estou a gotar de algumas atitudes
44;1517128274022907906;18;0;1;0;0;0;1;1;1;SERVICE;RTP_NOTICIAS;"🔴Rússia toma Mariupol e bloqueia siderurgia onde permanecem soldados ucranianos que ""tratará com respeito""https://t.co/PCxp4vOvDa"
45;1517025784912826368;18;0;1;0;0;0;1;1;1;SERVICE;RTP_NOTICIAS;Ofensiva russa na Ucrânia. A evolução da guerra ao minuto https://t.co/grfxP0yvY2
46;1517056054336577536;18;0;1;0;0;-1;1;1;0;USER;RTP_NOTICIAS;@RTPNoticias Se cancelaram não foi por motivos humanos. Foi porque os resistentes azov iriam provocar muitas baixas nos russos antes de morrerem
47;1514601553579044865;19;0;1;0;0;0;1;1;1;SERVICE;RTP_NOTICIAS;🔴Navio de guerra russo ainda não afundou, diz Moscovo https://t.co/qncRF6uKLW
48;1514137020951580673;19;0;1;-1;0;0;0;1;1;SERVICE;RTP_NOTICIAS;"🔴Joe Biden acusa Vladimir Putin de ""genocídio"" na Ucrânia. A evolução da guerra ao minuto https://t.co/Qesl6OnNBf"
49;1514340748396843017;19;0;1;0;0;-2;1;1;0;USER;RTP_NOTICIAS;"@RTPNoticias Não permitam isso. Zelensky baniu e proibiu 11 partidos opositores na Ucrânia.  Se aliou é abriga diversos quadros declaradamente neonazistas em seu gov e forças armadas  #ForaZelenslyNazista
#ZelenskyWarCriminal 
#StopNaziZelensky 
#StopNatoNow"
50;1514344637472849925;19;0;1;0;0;0;1;1;1;USER;RTP_NOTICIAS;@RTPNoticias Mesmo com fome mulher Ucraniana de DOMBASS recusa comida oferecida por nazistas  ucranianos https://t.co/xf3mlc1Hyw
51;1514137020951580673;20;-1;0;-1;-1;-1;0;0;0;SERVICE;RTP_NOTICIAS;"🔴Joe Biden acusa Vladimir Putin de ""genocídio"" na Ucrânia. A evolução da guerra ao minuto https://t.co/Qesl6OnNBf"
52;1514214082903166981;20;-1;0;-1;0;-1;0;1;0;USER;RTP_NOTICIAS;"@RTPNoticias @rtppt Ou como virá a ser conhecido: ""PCP 's day off"""
53;1514137020951580673;21;-1;0;-1;-1;-1;0;0;0;SERVICE;RTP_NOTICIAS;"🔴Joe Biden acusa Vladimir Putin de ""genocídio"" na Ucrânia. A evolução da guerra ao minuto https://t.co/Qesl6OnNBf"
54;1514209628187471879;21;-1;0;-1;-1;-2;0;0;0;USER;RTP_NOTICIAS;"@RTPNoticias Seria uma tristeza, não fosse o parlamento uma ""casa de meninas"" gerida por Bruxelas...!
Ele que leve o amigo NAZI para discursar também. Como fez na Grécia..."
55;1513814868645879808;22;0;1;0;0;0;1;1;1;SERVICE;RTP_NOTICIAS;"🔴Putin diz que Rússia alcançará ""objetivos nobres"" na Ucrânia. Zelensky pede à UE sanções ao petróleo russo
https://t.co/UrTNmXgtQF"
56;1513767596495196166;22;0;1;0;0;0;1;1;1;SERVICE;RTP_NOTICIAS;Ucrânia anuncia acordo para abertura de nove corredores humanitários, incluindo em Mariupol e Luhansk. A evolução da guerra ao minuto https://t.co/8Vfv71l1Hh
57;1513797470115008513;22;0;1;0;0;1;1;1;1;USER;RTP_NOTICIAS;"@RTPNoticias https://t.co/ZLN0wdAPLU

Mesmo com fome Senhora de DOMBAS NÃO SE VENDEU aos nazistas ucranianos"
58;1512323849848860673;23;0;1;0;0;0;1;1;1;SERVICE;RTP_NOTICIAS;🔴Líderes europeus reúnem-se com Zelensky em Kiev. A evolução da guerra ao minuto https://t.co/bl2YDwU3hK
59;1512397416544325633;23;-1;0;-1;-1;-1;0;0;0;USER;RTP_NOTICIAS;@RTPNoticias 39 mortos? Nem menos do que os mortos da Palestina. Líbia. Afeganistão.  Iraque.
60;1512462936194879492;23;-2;0;0;-2;-2;1;0;0;USER;RTP_NOTICIAS;@RTPNoticias O neoNaziZelenskv  dirige-se ao parlamento grego, acompanhado de 2 nazistas do batalhão Azov. https://t.co/V6dZsWJbkR
61;1512555903396069376;23;-1;0;-1;-1;-2;0;0;0;USER;RTP_NOTICIAS;"@RTPNoticias Maldade é o que os neonazistas do exército ucraniano e batalhão de Azov fizeram com os russos de DOMBASS. Maldade é o fascista Zelensky proibir 11 partidos de oposição na Ucrânia. 
#ZelenskyWarCriminal
#DesnaziUkraine"
62;1512559029859622917;23;-2;0;-2;-2;-2;0;0;0;USER;RTP_NOTICIAS;@RTPNoticias Rtp NÃO divulgue FAKE NEWS do governo FASCISTA de Zelensky. A perícia já demonstrou que a munição usada nesse massacre É MUNIÇÃO UCRANIANA
63;1512323849848860673;24;0;1;0;0;0;1;1;1;SERVICE;RTP_NOTICIAS;🔴Líderes europeus reúnem-se com Zelensky em Kiev. A evolução da guerra ao minuto https://t.co/bl2YDwU3hK
64;1512450064681164803;24;-1;0;0;-1;-1;1;0;0;USER;RTP_NOTICIAS;@RTPNoticias Esses querem que a guerra continue
65;1512323849848860673;25;0;1;0;0;0;1;1;1;SERVICE;RTP_NOTICIAS;🔴Líderes europeus reúnem-se com Zelensky em Kiev. A evolução da guerra ao minuto https://t.co/bl2YDwU3hK
66;1512414691112497155;25;0;1;0;0;0;1;1;1;USER;RTP_NOTICIAS;@RTPNoticias Parece que Esses fragmentos são  mísseis Ucranianos. A Rússia não usa esses mísseis.
67;1512413438848421888;26;-1;0;-1;-1;-1;0;0;0;SERVICE;RTP_NOTICIAS;"🔴""Maldade sem limites"", acusa Zelensky. Pelo menos 39 mortos em ataque à estação de Kramatorsk
https://t.co/bl2YDwU3hK"
68;1512323849848860673;26;0;1;0;0;0;1;1;1;SERVICE;RTP_NOTICIAS;🔴Líderes europeus reúnem-se com Zelensky em Kiev. A evolução da guerra ao minuto https://t.co/bl2YDwU3hK
69;1512350939595821058;26;-2;0;-2;-2;-2;0;0;0;USER;RTP_NOTICIAS;@RTPNoticias https://t.co/awp06tQNRi Não têm um pingo de vergonha na cara?!🤡
70;1512010510975262728;27;0;1;0;0;0;1;1;1;SERVICE;RTP_NOTICIAS;🔴 De acordo com a revista alemã Der Spiegel, o serviço federal de informações da Alemanha (BND) captou comunicações entre soldados russos sobre as atrocidades cometidas em Bucha. https://t.co/Oo530hWWD3
71;1512088936717324291;27;0;1;0;0;-2;1;1;0;USER;RTP_NOTICIAS;"@RTPNoticias A RÚSSIA tem o direito de se DEFENDER contra o expansão da OTAN no Leste Europeu. A humanidade tem o direito de lutar contra os neonazistas ucranianos.
Sim
#IStandWithRussia 
#DesnaziUkraine 
#StopNatoNow 
#ZelenskyWarCriminal 
#UsaEvilEmpire 
#PortugalForaDaNato"
72;1512111519957504004;27;-2;0;-1;-2;-2;0;0;0;USER;RTP_NOTICIAS;@RTPNoticias NATO / U.E parem de armar os TERRORISTAS UCRANIANOS.
73;1512010510975262728;28;0;1;0;0;0;1;1;1;SERVICE;RTP_NOTICIAS;🔴 De acordo com a revista alemã Der Spiegel, o serviço federal de informações da Alemanha (BND) captou comunicações entre soldados russos sobre as atrocidades cometidas em Bucha. https://t.co/Oo530hWWD3
74;1512088624795426816;28;0;1;0;0;0;1;1;1;USER;RTP_NOTICIAS;"@RTPNoticias Isto n passa aqui?
https://t.co/DiqRqxwlxi"
75;1512010510975262728;29;0;1;0;0;0;1;1;1;SERVICE;RTP_NOTICIAS;🔴 De acordo com a revista alemã Der Spiegel, o serviço federal de informações da Alemanha (BND) captou comunicações entre soldados russos sobre as atrocidades cometidas em Bucha. https://t.co/Oo530hWWD3
76;1512051631071891462;29;-1;0;-1;-2;-1;0;0;0;USER;RTP_NOTICIAS;@RTPNoticias jornalismo independente,,,👇  ... https://t.co/gGidoQZuaN  🇵🇹🥀
77;1512010510975262728;30;0;1;0;0;0;1;1;1;SERVICE;RTP_NOTICIAS;🔴 De acordo com a revista alemã Der Spiegel, o serviço federal de informações da Alemanha (BND) captou comunicações entre soldados russos sobre as atrocidades cometidas em Bucha. https://t.co/Oo530hWWD3
78;1512050069662539779;30;-1;0;-1;-1;-1;0;0;0;USER;RTP_NOTICIAS;"@RTPNoticias Mais um dia de palminhas...
...os problemas de Portugal ficam pra depois."
79;1512049675058229258;31;0;1;0;1;0;1;1;1;SERVICE;RTP_NOTICIAS;🔴Zelensky aceita convite para discursar no Parlamento português https://t.co/mcHrzHb0aA
80;1511232540681687041;31;0;1;0;0;0;1;1;1;SERVICE;RTP_NOTICIAS;Zelensky fala ao Conselho de Segurança da ONU. A evolução da guerra ao minuto https://t.co/hdT3zg3Pku
81;1511257415047602176;31;-2;0;-2;-2;-2;0;0;0;USER;RTP_NOTICIAS;@RTPNoticias Milícias nazistas além de assassinar a população, roubam estoques de comida para aumentar o caos na Ucrânia. Financiados pelos EUA, os nazistas ucranianos são nazistas tipicos( estão atacando a própria população e culpam a Russia) #UsaEvilEmpire #Desnazi https://t.co/HGy8XX5GJm
82;1511359565589356544;31;-1;0;-1;-1;-2;0;0;0;USER;RTP_NOTICIAS;"@RTPNoticias protesto contra OTAN e o Fascismo EM PARIS Que a RTP esconde de toda gente 

https://t.co/GDVS4uFehL"
83;1521937877361434624;32;-2;0;-1;-2;-2;0;0;0;USER;VODAFONE;Eu devia processar a @VodafonePT por ficar sem net durante a meia-final da Champions
84;1521942816745738246;32;0;1;0;0;0;1;1;1;SERVICE;VODAFONE;@JubasPensativo Olá, para resolução das dificuldade será necessário o contacto com a nossa equipa técnica. Pode fazê-lo ligando 16913 ou 911 691 300. Caso tenha um número móvel Vodafone, poderá fazê-lo gratuitamente através do My Vodafone. Saiba como através deste vídeo: https://t.co/lxyXviTSBs.
85;1521913308512763906;32;1;1;1;1;0;1;1;1;SERVICE;VODAFONE;"Cartaz @playpremiospt❤️‍🔥

🎤Gama convida Piruka e Jimmy P
🎤Paulo Flores convida Sara Correia
🎤Moonspell convida Dulce Pontes
🎤Nenny convida Ana Moura
🎤Bárbara Bandeira &amp; Carminho
🎤The Black Mamba convida André Fernandes
🎤Ivandro com convidados especiais
🎤Camané convida Agir"
86;1521857926046302211;32;-1;0;-1;0;-1;0;1;0;USER;VODAFONE;Alô alô @VodafonePT, achei bem legal vocês colocarem um alerta na app informando a existência de burla, MAS, colocar essa mensagem, nessa posição é péssimo. https://t.co/R66ipIlEHH
87;1521864795074535424;32;1;1;1;0;1;1;1;1;SERVICE;VODAFONE;@UXFehzaao Olá. Agradecemos o seu feedback e a sua sugestão. Informamos que encáminhamos a mesma internamente, para o departamento responsável.
88;1521473248046759937;33;-1;0;-1;-1;-1;0;0;0;USER;VODAFONE;@VodafonePT  o vosso serviço de atendimento automático via 911691300 desliga a chamada.. já está assim há mais dum mês... !?
89;1521486739809914881;33;0;1;0;0;-1;1;1;0;SERVICE;VODAFONE;@darktelecom Olá Sergio, lamentamos a situação. Não temos registo de dificuldades, no entanto, sugerimos a utilização do https://t.co/ghKtby3emR. Caso a dificuldade associado ao serviço não fique resolvida, será encaminhado um pedido de contacto.
90;1521218224607707137;34;-1;0;-1;-1;-1;0;0;0;USER;VODAFONE;@VodafonePT há 13’ à espera que me atendam uma chamada para vos dizer que a SMS que me dizem que tenho uma factura em atrasado não é verdadeira. É sempre assim?
91;1521224289260818439;34;-1;0;-1;0;-1;0;1;0;SERVICE;VODAFONE;@ajsborges Olá @lsamachado, Lamentamos a situação, estamos a ter um grande fluxo de chamadas que gera um tempo de espera maior, para que possamos ajudar, nos envie por DM o número da conta Vodafone, nome completo do titular e morada de faturação com código postal. https://t.co/3b5BaWYvnk
92;1521160846344441859;35;0;1;0;0;0;1;1;1;SERVICE;VODAFONE;"Como chegar à partida da #Vodafone10K: 

🚉 Ir de comboio Fertagus para Pragal 

Apresentar dorsal para aproveitar transportes grátis: 
🚋 Carris 
🚂 CP Lisboa 
🚇 Metro Lisboa 
🚊MTS"
93;1521096642958663680;35;-1;0;-1;0;-1;0;1;0;USER;VODAFONE;@VodafonePT Estou a falar com pessoas por telemóvel como se tivesse 2000 de ping. Podemos resolver?
94;1521103121266757633;35;0;1;0;0;0;1;1;1;SERVICE;VODAFONE;"@RodzWilliams Olá. Pedimos que reinicie o telemóvel e realize uma busca manual de rede. Para tal, pode seguir as instruções dos manuais https://t.co/fM78XeKp6T, selecionando modelo do seu equipamento, ""Conectividade"" e em baixo de ""Definições de rede e Internet"", clicar em ""Escolha a rede""."
95;1521121225900281857;35;-1;0;-1;-1;-1;0;0;0;USER;VODAFONE;@VodafonePT O problema é a falta de rede móvel.
96;1521128355764051968;35;0;1;0;0;0;1;1;1;SERVICE;VODAFONE;"@RodzWilliams Pedimos que teste o sinal noutro tipo de rede (se está em 3G, ligar-se ao 4G e vice-versa): acedendo a https://t.co/fM78XeKp6T, escolher modelo do seu equipamento, selecionar ""Conetividade"" e em baixo de ""Definições de rede e internet"" clicar em ""Escolha o tipo de rede""."
97;1520872325301874689;36;-1;0;-1;-1;-2;0;0;0;USER;VODAFONE;"Desponha! 
Antes de se decidirem por uma operadora pensem muito bem. A @VodafonePT
não tem assistência técnica.
#avodafoneeumafraude https://t.co/MFebCPQTsq"
98;1520881445492903938;36;0;1;0;0;-1;1;1;0;SERVICE;VODAFONE;@osenhordobombo Olá, Lamentamos a sua situação. Para resolução das dificuldade será necessário o contacto com a nossa equipa técnica. Pode fazê-lo ligando 16913 ou 911 691 300. Também pode utilizar o Chat Tobi https://t.co/ghKtby3emR. Obrigada.
99;1521041350401138688;36;-1;0;-1;-1;-2;0;0;0;USER;VODAFONE;@VodafonePT Vai dar música a outro, tu e o Tobi!
100;1520326722620735493;37;-1;0;-1;-1;-2;0;0;0;USER;VODAFONE;"Obrigado @VodafonePT  por ser o 3 dia sem internet e televisão
Estou em quarentena e nem trabalhar posso.
Se isto continuar com muita pena minha vou mudar de operadora que isto é inaceitável..."
101;1520333847698808832;37;-1;0;-1;0;-1;0;1;0;SERVICE;VODAFONE;@paulo_daniel96 Olá. Lamentamos a sua insatisfação e entendemos a necessidade da reposição do serviço Uma vez que uma situação nos é reportada, garantimos que a nossa equipa técnica trabalha para a resolver da forma mais breve possível. Agradecemos a sua compreensão.
102;1520462209444462592;37;-2;0;-2;0;-2;0;1;0;USER;VODAFONE;"@VodafonePT São 19h e não tive nenhuma ligação da vossa parte sobre a resolução do meu problema como foi dito que ia ser feito por vocês @VodafonePT ...
Estou desiludido com o vosso serviço nunca pensei que fosse ficar 3 dias completos sem serviço sem nada..."
103;1520470736149831680;37;-1;0;-1;0;-1;0;1;0;SERVICE;VODAFONE;@paulo_daniel96 Olá Paulo, lamentamos o ocorrido, de forma a verificar as informações internas do serviço, pedimos que nos contacte através de DM com os dados da conta e de titularidade. Obrigada!
104;1520418658035675136;38;-1;0;-1;-1;-2;0;0;0;USER;VODAFONE;a 48h que estou a espera da activação de um serviço da @VodafonePT  se não fizerem até as 18h esqueçam.
105;1520426011757842434;38;-1;0;-1;0;-1;0;1;0;SERVICE;VODAFONE;@marciel1893 Olá. Lamentamos pela demora na implementação do novo plano. Garantimos que o departamento responsável está a trabalhar para resolver a situação o mais rápido possível. Agradecemos a sua compreensão. Realizámos ainda um pedido de celeridade, para que sejam notificados da urgência.
106;1520387388127727616;39;0;1;0;0;0;1;1;1;USER;VODAFONE;Gostava de saber se a @VodafonePT  têm cartões só de dados e quais os preços.
107;1520388384698646528;39;0;1;0;0;0;1;1;1;SERVICE;VODAFONE;@marciel1893 Olá. Agradecemos o interesse nos nossos serviços. Poderá verificar os nossos planos de internet móvel aqui: https://t.co/Be7gkJJwKF. O Go Total tem internet ilimitada e cada carregamento dá acesso a dias de utilização, que variam consoante o valor carregado.
108;1520318593191268352;40;-1;0;-1;-1;-1;0;0;0;USER;VODAFONE;E este abuso de confiança da @VodafonePT de tirar 1€ de imediato quando deixamos de ter saldo, em vez de, simplesmente, cortar as comunicações por umas horas?
109;1520326896055382018;40;0;1;0;0;0;1;1;1;SERVICE;VODAFONE;@OAndrePa Olá. Se não tiver saldo suficiente para o pagamento do custo semanal do seu tarifário, mas ainda tiver algum saldo, é descontado um valor diário que lhe permite manter todas as condições do seu tarifário ao longo desse dia. Pode verificar a condição aqui: https://t.co/55p0zqJne7.
110;1520327374704979969;40;-1;0;-1;-1;-1;0;0;0;USER;VODAFONE;@VodafonePT Concordaria perfeitamente com isso, se, quando os utilizadores ficam privados de usar os vossos serviços, por problemas na rede, fossem também agraciados em 1€.
111;1520093647827570689;41;-1;0;-1;-1;-2;0;0;0;USER;VODAFONE;A ligação 5G da @VodafonePT na baixa do Porto é uma lástima não é?
112;1520101013457362945;41;0;1;0;0;-1;1;1;0;SERVICE;VODAFONE;@pcirne Olá Pedro, lamentamos as dificuldades sentidas, sugerimos reiniciar o equipamento e realizar uma busca manual de rede de forma a verificar a situação. Caso persista, poderá obter apoio através da linha 1214 ou 911 214 000. Obrigada!
113;1520056038275391489;42;-1;0;-1;-1;-2;0;0;0;USER;VODAFONE;@VodafonePT o vosso serviço consegue ficar pior do que está?
114;1520063138808356864;42;-1;0;-1;0;-1;0;1;0;SERVICE;VODAFONE;@c_nazca Olá @c_nazca. Lamentamos a sua insatisfação. Se estiver a encontrar alguma dificuldade ou pretender algum tipo de esclarecimentos, pode informar-nos através de qualquer um dos canais de apoio ao cliente que possuímos e teremos todo o gosto em ajudá-la.
115;1519998718472302593;43;-1;0;-1;-1;-1;0;0;0;USER;VODAFONE;@VodafonePT Serviço de televisão não funciona... Outro ataque informático?
116;1520007058132717571;43;0;1;0;0;0;1;1;1;SERVICE;VODAFONE;@foyse Olá @foyse. Pedimos que reinicie os equipamentos. Caso as dificuldades persistam, será necessário o contacto com a equipa técnica para testes em linha, ligando 16913 ou 911 691 300. Se tiver um nº móvel Vodafone, pode ligar gratuitamente pelo My Vodafone (https://t.co/lxyXviTSBs)
117;1519960304150585347;44;-2;0;-2;-1;-2;0;0;0;USER;VODAFONE;Desabafo: tratar do que quer que seja no site da @VodafonePT é desesperante. Nada funciona.
